stream_name,depth
StreamingMemory_15_out0_stream_0,2
StreamingMemory_15_out1_stream_0,2
StreamingLineBuffer_6_out0_stream_0,23
StreamingLineBuffer_6_out0_stream_1,23
StreamingLineBuffer_6_out0_stream_2,23
StreamingLineBuffer_6_out0_stream_3,23
StreamingLineBuffer_6_out0_stream_4,23
StreamingLineBuffer_6_out0_stream_5,23
StreamingLineBuffer_6_out0_stream_6,23
StreamingLineBuffer_6_out0_stream_7,23
StreamingLineBuffer_6_out0_stream_8,23
StreamingLineBuffer_6_out0_stream_9,23
StreamingLineBuffer_6_out0_stream_10,23
StreamingLineBuffer_6_out0_stream_11,23
StreamingLineBuffer_6_out0_stream_12,23
StreamingLineBuffer_6_out0_stream_13,23
StreamingLineBuffer_6_out0_stream_14,23
StreamingLineBuffer_6_out0_stream_15,23
StreamingLineBuffer_6_out0_stream_16,23
StreamingLineBuffer_6_out0_stream_17,23
StreamingLineBuffer_6_out0_stream_18,23
StreamingLineBuffer_6_out0_stream_19,23
StreamingLineBuffer_6_out0_stream_20,23
StreamingLineBuffer_6_out0_stream_21,23
StreamingLineBuffer_6_out0_stream_22,23
StreamingLineBuffer_6_out0_stream_23,23
StreamingLineBuffer_6_out0_stream_24,23
StreamingLineBuffer_6_out0_stream_25,23
StreamingLineBuffer_6_out0_stream_26,23
StreamingLineBuffer_6_out0_stream_prepad_0,19
StreamingLineBuffer_6_out0_stream_prepad_1,35
StreamingLineBuffer_6_out0_stream_prepad_2,35
StreamingLineBuffer_6_out0_stream_prepad_3,35
StreamingLineBuffer_6_out0_stream_prepad_4,5
StreamingLineBuffer_6_out0_stream_prepad_5,36
StreamingLineBuffer_6_out0_stream_prepad_6,24
StreamingLineBuffer_6_out0_stream_prepad_7,24
StreamingLineBuffer_6_out0_stream_prepad_8,6
StreamingLineBuffer_6_out0_stream_prepad_9,20
StreamingLineBuffer_6_out0_stream_prepad_10,36
StreamingLineBuffer_6_out0_stream_prepad_11,25
StreamingLineBuffer_6_out0_stream_prepad_12,25
StreamingLineBuffer_6_out0_stream_prepad_13,20
StreamingLineBuffer_6_out0_stream_prepad_14,36
StreamingLineBuffer_6_out0_stream_prepad_15,26
StreamingLineBuffer_6_out0_stream_prepad_16,26
StreamingLineBuffer_6_out0_stream_prepad_17,20
